title	wiki_id	booksummaries_index
Torn (Trylle, #2)	-1	-1
Fathers and Sons	-1	-1
The Goal: A Process of Ongoing Improvement	-1	-1
Caleb's Crossing	-1	-1
Evernight (Evernight, #1)	-1	-1
Bad Luck and Trouble (Jack Reacher, #11)	-1	-1
The Jane Austen Book Club	-1	-1
The Children Act	-1	-1
Sizzling Sixteen (Stephanie Plum, #16)	-1	-1
Elon Musk: Inventing the Future	-1	-1
Caliban's War (The Expanse, #2)	-1	-1
Barely Breathing (Breathing, #2)	-1	-1
The Iliad/The Odyssey	-1	-1
Kingdom Come	-1	-1
Papillon	-1	-1
Tipping the Velvet	-1	-1
The Wishing Spell (The Land of Stories, #1)	-1	-1
The 19th Wife	-1	-1
Monster	-1	-1
A Song of Ice and Fire (A Song of Ice and Fire, #1-4)	-1	-1
Body of Evidence (Kay Scarpetta, #2)	-1	-1
Saga #1	-1	-1
Perfect (Pretty Little Liars, #3)	-1	-1
The Secret of Ella and Micha (The Secret, #1)	-1	-1
Hounded (The Iron Druid Chronicles, #1)	-1	-1
From a Buick 8	-1	-1
Red Mars (Mars Trilogy, #1)	-1	-1
The Yellow Wall-Paper	-1	-1
The Time Machine/The Invisible Man	-1	-1
Sea Swept (Chesapeake Bay Saga, #1)	-1	-1
The Blinding Knife (Lightbringer, #2)	-1	-1
Since You've Been Gone	-1	-1
An Object of Beauty	-1	-1
What to Expect When You're Expecting	-1	-1
The Icebound Land (Ranger's Apprentice, #3)	-1	-1
Anybody Out There? (Walsh Family, #4)	-1	-1
Zero to One: Notes on Startups, or How to Build the Future	-1	-1
Empire of Storms (Throne of Glass, #5)	-1	-1
A Christmas Carol, The Chimes and The Cricket on the Hearth	-1	-1
The Grownup	-1	-1
Smoke and Mirrors: Short Fiction and Illusions	-1	-1
The Oath of the Vayuputras (Shiva Trilogy, #3)	-1	-1
Welcome to the Monkey House	-1	-1
Dad Is Fat	-1	-1
Truman	-1	-1
Alexander Hamilton	-1	-1
The Cat in the Hat and Other Dr. Seuss Favorites	-1	-1
Dead Souls	-1	-1
The Deal (Off-Campus, #1)	-1	-1
The Crown (The Selection, #5)	-1	-1
Zero Day (John Puller, #1)	-1	-1
Tikki Tikki Tembo	-1	-1
Night World, No. 1 (Night World, #1-3)	-1	-1
Love Unscripted (Love, #1)	-1	-1
Pop Goes the Weasel (Alex Cross, #5)	-1	-1
Bully (Fall Away, #1)	-1	-1
The Six Wives of Henry VIII	-1	-1
We	-1	-1
Pigs in Heaven	-1	-1
The Ghost Brigades (Old Man's War, #2)	-1	-1
Cry, the Beloved Country	-1	-1
Faeries	-1	-1
Confessions of an Ugly Stepsister	-1	-1
How to Be Good	-1	-1
Lady Midnight (The Dark Artifices, #1)	-1	-1
Inkdeath (Inkworld, #3)	-1	-1
Foundation's Edge (Foundation #4)	-1	-1
Jude the Obscure	-1	-1
Queen of Sorcery (The Belgariad, #2)	-1	-1
The Lottery and Other Stories	-1	-1
Into the Gauntlet (The 39 Clues, #10)	-1	-1
Wings (Wings, #1)	-1	-1
Gossip Girl (Gossip Girl, #1)	-1	-1
The Odessa File	-1	-1
The Burgess Boys	-1	-1
Sapiens: A Brief History of Humankind	-1	-1
Lies That Chelsea Handler Told Me	-1	-1
Broken Harbour (Dublin Murder Squad, #4)	-1	-1
Down to You (The Bad Boys, #1)	-1	-1
The Complete Works	-1	-1
The Dispossessed	-1	-1
Faceless Killers (Kurt Wallander, #1)	-1	-1
The Confession	-1	-1
Lightning	-1	-1
Cat and Mouse (Alex Cross, #4)	-1	-1
Superfudge (Fudge, #3)	-1	-1
The Couple Next Door	-1	-1
Hallowed (Unearthly, #2)	-1	-1
Ancillary Justice (Imperial Radch #1)	-1	-1
The Pillars of Creation (Sword of Truth, #7)	-1	-1
Built to Last: Successful Habits of Visionary Companies	-1	-1
The Life We Bury	-1	-1
Fireproof	-1	-1
The Eagle Has Landed (Liam Devlin, #1)	-1	-1
The Lunatic Cafe (Anita Blake, Vampire Hunter #4)	-1	-1
John Dies at the End (John Dies at the End, #1)	-1	-1
The Demon-Haunted World: Science as a Candle in the Dark	-1	-1
Stolen: A Letter to My Captor	-1	-1
Solaris	-1	-1
Prozac Nation	-1	-1
The Black Cauldron (The Chronicles of Prydain #2)	-1	-1
This Is Your Brain on Music: The Science of a Human Obsession	-1	-1
The First Phone Call from Heaven	-1	-1
Possible Side Effects	-1	-1
Still Life with Bread Crumbs	-1	-1
The A.B.C. Murders (Hercule Poirot, #13)	-1	-1
Holy Bible: New International Version	-1	-1
Lover Reborn (Black Dagger Brotherhood, #10)	-1	-1
The Duke and I (Bridgertons, #1)	-1	-1
Dragons of Spring Dawning (Dragonlance: Chronicles, #3)	-1	-1
A Raisin in the Sun	-1	-1
Altered Carbon (Takeshi Kovacs, #1)	-1	-1
The Sum of All Fears (Jack Ryan Universe, #7)	-1	-1
The Good Neighbor	-1	-1
Saga, Vol. 2 (Saga, #2)	-1	-1
The Enemy (Jack Reacher, #8)	-1	-1
Flash Boys: A Wall Street Revolt	-1	-1
The Diving Bell and the Butterfly	-1	-1
Killing Kennedy: The End of Camelot	-1	-1
Rogue Lawyer	-1	-1
The Life and Times of the Thunderbolt Kid	-1	-1
Still Missing	-1	-1
Tis (Frank McCourt, #2)	-1	-1
1491: New Revelations of the Americas Before Columbus	-1	-1
Fairest (The Lunar Chronicles, #3.5)	-1	-1
An Unquiet Mind: A Memoir of Moods and Madness	-1	-1
Jesus Calling: Enjoying Peace in His Presence	-1	-1
Who's Afraid of Virginia Woolf?	-1	-1
The Last Wish (The Witcher, #1)	-1	-1
Foucault's Pendulum	-1	-1
A Pocket for Corduroy	-1	-1
The 5th Horseman (Women's Murder Club, #5)	-1	-1
Kushiel's Dart (Phèdre's Trilogy, #1)	-1	-1
Bonhoeffer: Pastor, Martyr, Prophet, Spy	-1	-1
Explosive Eighteen (Stephanie Plum, #18)	-1	-1
Lies (Gone, #3)	-1	-1
The Pursuit of God	-1	-1
The Iron Knight (The Iron Fey, #4)	-1	-1
Maisie Dobbs (Maisie Dobbs, #1)	-1	-1
Magician (The Riftwar Saga, #1-2)	-1	-1
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)	-1	-1
Feet of Clay (Discworld, #19; City Watch, #3)	-1	-1
The Millennium Trilogy (Millennium Trilogy, #1-3)	-1	-1
The Butterfly Garden (The Collector #1)	-1	-1
Skinny Legs and All	-1	-1
Destined for an Early Grave (Night Huntress, #4)	-1	-1
In Flight (Up in the Air, #1)	-1	-1
Cross (Alex Cross, #12)	-1	-1
All-American Girl (All-American Girl, #1)	-1	-1
Neither Here nor There: Travels in Europe	-1	-1
Boy Meets Boy	-1	-1
We Are Water	-1	-1
Max (Maximum Ride, #5)	-1	-1
Halo (Halo, #1)	-1	-1
The Inheritance of Loss	-1	-1
A Darkness At Sethanon (The Riftwar Saga, #4)	-1	-1
The Sorrows of Young Werther	-1	-1
At Grave's End (Night Huntress, #3)	-1	-1
Don't Let's Go to the Dogs Tonight	-1	-1
Beauty: A Retelling of the Story of Beauty and the Beast	-1	-1
Eating Animals	-1	-1
Flyte (Septimus Heap, #2)	-1	-1
ساق البامبو	-1	-1
The Girl of Fire and Thorns (Fire and Thorns, #1)	-1	-1
Enclave (Razorland, #1)	-1	-1
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time	-1	-1
Unnatural Exposure (Kay Scarpetta, #8)	-1	-1
Faust: First Part	-1	-1
Lies My Teacher Told Me	-1	-1
Fool's Fate (Tawny Man, #3)	-1	-1
Locke & Key, Vol. 1: Welcome to Lovecraft	-1	-1
The Ask and the Answer (Chaos Walking, #2)	-1	-1
Scarlett	-1	-1
Bloody Bones (Anita Blake, Vampire Hunter #5)	-1	-1
This Side of Paradise	-1	-1
Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West	-1	-1
Every Which Way But Dead (The Hollows, #3)	-1	-1
Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)	-1	-1
Seven Days in the Art World	-1	-1
The Children of Húrin	-1	-1
The Total Money Makeover: A Proven Plan for Financial Fitness	-1	-1
Mr. Popper's Penguins	-1	-1
Shadow Puppets (Ender's Shadow, #3)	-1	-1
The Magician's Land (The Magicians, #3)	-1	-1
Light in August	-1	-1
The Trumpet of the Swan	-1	-1
Tenth of December	-1	-1
Night Pleasures (Dark-Hunter, #1)	-1	-1
The Millionaire Next Door: The Surprising Secrets of Americas Wealthy	-1	-1
Don't Judge a Girl by Her Cover (Gallagher Girls, #3)	-1	-1
Chronicles, Vol. 1	-1	-1
The Lost Continent: Travels in Small Town America	-1	-1
Dreams of Joy (Shanghai Girls #2)	-1	-1
Tell Me Your Dreams	-1	-1
By the Shores of Silver Lake  (Little House, #5)	-1	-1
The Player of Games (Culture, #2)	-1	-1
The Cricket in Times Square	-1	-1
The Five Dysfunctions of a Team: A Leadership Fable	-1	-1
Junky	-1	-1
Getting to Yes: Negotiating an Agreement Without Giving In	-1	-1
Mile High (Up in the Air, #2)	-1	-1
9-Nov	-1	-1
Everything We Keep (Everything We Keep, #1)	-1	-1
The Mighty Storm (The Storm, #1)	-1	-1
The Song of Achilles	-1	-1
The Girl with the Lower Back Tattoo	-1	-1
The Bhagavad Gita	-1	-1
The New York Trilogy	-1	-1
Esperanza Rising	-1	-1
Raise High the Roof Beam, Carpenters & Seymour: An Introduction	-1	-1
Sex and the City	-1	-1
The Killing Dance (Anita Blake, Vampire Hunter, #6)	-1	-1
Beyond Good and Evil	-1	-1
The Watsons Go to Birmingham - 1963	-1	-1
Factotum	-1	-1
The Immortal Rules (Blood of Eden, #1)	-1	-1
Columbine	-1	-1
Lasher (Lives of the Mayfair Witches, #2)	-1	-1
Yellow Crocus	-1	-1
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden	-1	-1
The Chaperone	-1	-1
All That Remains (Kay Scarpetta, #3)	-1	-1
The Regulators	-1	-1
Season of Mists (The Sandman #4)	-1	-1
Judge & Jury	-1	-1
Silas Marner	-1	-1
Origin (Lux, #4)	-1	-1
The Botany of Desire: A Plant's-Eye View of the World	-1	-1
Beautiful Redemption (Caster Chronicles, #4)	-1	-1
The Distant Hours	-1	-1
I Let You Go	-1	-1
Kidnapped (David Balfour, #1)	-1	-1
Friday Night Lights: A Town, a Team, and a Dream	-1	-1
Beautiful Boy: A Father's Journey Through His Son's Addiction	-1	-1
The Vincent Boys (The Vincent Boys, #1)	-1	-1
The Cask of Amontillado	-1	-1
Metamorphoses	-1	-1
In the Time of the Butterflies	-1	-1
Gap Creek	-1	-1
Half-Blood (Covenant, #1)	-1	-1
The Legend of Sleepy Hollow (Graphic Novel)	-1	-1
Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office	-1	-1
The Witness	-1	-1
Blindsighted (Grant County, #1)	-1	-1
Angle of Repose	-1	-1
Tinker, Tailor, Soldier, Spy	-1	-1
Lord Brocktree (Redwall, #13)	-1	-1
Through the Ever Night (Under the Never Sky, #2)	-1	-1
Barefoot	-1	-1
My Friend Leonard	-1	-1
Cat on a Hot Tin Roof	-1	-1
The Final Warning (Maximum Ride, #4)	-1	-1
Golden Fool (Tawny Man, #2)	-1	-1
Split Second (Sean King & Michelle Maxwell, #1)	-1	-1
The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)	-1	-1
The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)	-1	-1
Persepolis, Volume 1	-1	-1
At Home in Mitford (Mitford Years, #1)	-1	-1
Delivering Happiness: A Path to Profits, Passion, and Purpose	-1	-1
Scorpia (Alex Rider, #5)	-1	-1
The Queen of the Tearling (The Queen of the Tearling, #1)	-1	-1
One False Note (The 39 Clues, #2)	-1	-1
Tithe (Modern Faerie Tales, #1)	-1	-1
Echo Burning (Jack Reacher, #5)	-1	-1
The Fury / Dark Reunion (The Vampire Diaries, #3-4)	-1	-1
Never Never (Never Never, #1)	-1	-1
Into the Darkest Corner	-1	-1
The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime)	-1	-1
Roses are Red (Alex Cross, #6)	-1	-1
Naked Empire (Sword of Truth, #8)	-1	-1
Map of Bones (Sigma Force, #2)	-1	-1
The Stranger	-1	-1
Unbelievable (Pretty Little Liars, #4)	-1	-1
A Passage to India	-1	-1
Seraphina (Seraphina, #1)	-1	-1
Morrigan's Cross (Circle Trilogy, #1)	-1	-1
The Mammoth Hunters (Earth's Children, #3)	-1	-1
Princeps' Fury (Codex Alera, #5)	-1	-1
Love Story (Love Story, #1)	-1	-1
Chrysanthemum	-1	-1
Sweet Evil (Sweet, #1)	-1	-1
The Winds of War (The Henry Family, #1)	-1	-1
The Wind Through the Keyhole (The Dark Tower, #4.5)	-1	-1
The Last Kingdom (The Saxon Stories, #1)	-1	-1
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It	-1	-1
Bunnicula (Bunnicula, #1)	-1	-1
Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)	-1	-1
Ascend (Trylle, #3)	-1	-1
The Keeper of Lost Causes (Department Q, #1)	-1	-1
Of Love and Other Demons	-1	-1
The Demigod Files (Percy Jackson and the Olympians)	-1	-1
Musicophilia: Tales of Music and the Brain	-1	-1
End of Watch (Bill Hodges Trilogy, #3)	-1	-1
Fool	-1	-1
The Book of Lost Things	-1	-1
My Life	-1	-1
300	-1	-1
Storm Warning (The 39 Clues, #9)	-1	-1
Only the Good Spy Young (Gallagher Girls, #4)	-1	-1
Persuader (Jack Reacher, #7)	-1	-1
Grave Sight (Harper Connelly, #1)	-1	-1
Flaggermusmannen (Harry Hole, #1)	-1	-1
Blood Brothers (Sign of Seven, #1)	-1	-1
Picture Perfect	-1	-1
Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)	-1	-1
Catching Jordan	-1	-1
Touching the Void: The True Story of One Man's Miraculous Survival	-1	-1
This Girl (Slammed, #3)	-1	-1
There Was an Old Lady Who Swallowed a Fly	-1	-1
Way of the Peaceful Warrior: A Book That Changes Lives	-1	-1
The Satanic Verses	-1	-1
Nothing to Envy: Ordinary Lives in North Korea	-1	-1
Winning	-1	-1
Collide (Collide, #1)	-1	-1
How We Decide	-1	-1
The Beekeeper's Apprentice (Mary Russell, #1)	-1	-1
The Story of Babar	-1	-1
The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)	-1	-1
First Lord's Fury (Codex Alera, #6)	-1	-1
The Imperfectionists	-1	-1
The Sea of Tranquility	-1	-1
Persepolis 2: The Story of a Return (Persepolis, #2)	-1	-1
Pyramids (Discworld, #7)	-1	-1
Silverthorn (The Riftwar Saga, #3)	-1	-1
Before I Die	-1	-1
Committed: A Skeptic Makes Peace with Marriage	-1	-1
Keeping the Moon	-1	-1
The Transfer (Divergent, #0.1)	-1	-1
Chainfire (Sword of Truth, #9)	-1	-1
Mastering the Art of French Cooking	-1	-1
Blue Exorcist, Vol. 1  (Blue Exorcist, #1)	-1	-1
Confessor (Sword of Truth, #11)	-1	-1
The Reluctant Fundamentalist	-1	-1
The False Prince (The Ascendance Trilogy #1)	-1	-1
Rabbit, Run (Rabbit Angstrom #1)	-1	-1
Stumbling on Happiness	-1	-1
The Waste Land and Other Poems	-1	-1
Little Bear	-1	-1
The Pit and the Pendulum	-1	-1
Lords and Ladies (Discworld, #14; Witches #4)	-1	-1
Thud! (Discworld, #34; City Watch #7)	-1	-1
His Majesty's Dragon (Temeraire, #1)	-1	-1
The Field Guide (The Spiderwick Chronicles, #1)	-1	-1
Radical: Taking Back Your Faith from the American Dream	-1	-1
The 48 Laws of Power	-1	-1
My Side of the Mountain (Mountain, #1)	-1	-1
The Winter Sea (Slains, #1)	-1	-1
The Sword Thief (The 39 Clues, #3)	-1	-1
Coma	-1	-1
Requiem for a Dream	-1	-1
Into the Wild (Warriors, #1)	-1	-1
Bury My Heart at Wounded Knee: An Indian History of the American West	-1	-1
The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45	-1	-1
Rush (Breathless, #1)	-1	-1
The Picture of Dorian Gray: A Graphic Novel	-1	-1
Swan Song	-1	-1
The Buried Giant	-1	-1
Perdido Street Station (Bas-Lag, #1)	-1	-1
Need (Need, #1)	-1	-1
Witches Abroad (Discworld, #12; Witches #3)	-1	-1
The Legend of Sleepy Hollow and Other Stories	-1	-1
Heretics of Dune (Dune Chronicles #5)	-1	-1
The Cross and the Switchblade	-1	-1
Captain's Fury (Codex Alera, #4)	-1	-1
Damned (Damned, #1)	-1	-1
Rules	-1	-1
Swamplandia!	-1	-1
The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)	-1	-1
Salt: A World History	-1	-1
Villette	-1	-1
Reamde	-1	-1
Soul Music (Discworld, #16; Death, #3)	-1	-1
Notorious Nineteen (Stephanie Plum, #19)	-1	-1
The Greatest Show on Earth: The Evidence for Evolution	-1	-1
Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)	-1	-1
The Greatest Salesman in the World	-1	-1
Casino Royale (James Bond, #1)	-1	-1
The Bronze Horseman (The Bronze Horseman, #1)	-1	-1
Sula	-1	-1
The Atlantis Gene (The Origin Mystery, #1)	-1	-1
The Red Queen (The Plantagenet and Tudor Novels, #3)	-1	-1
Something About You (FBI/US Attorney, #1)	-1	-1
Mr. Brown Can Moo! Can You?	-1	-1
Black House (The Talisman, #2)	-1	-1
Marvel 1602	-1	-1
Act of Treason (Mitch Rapp, #9)	-1	-1
The Dog Stars	-1	-1
The Spy Who Came In from the Cold	-1	-1
Academ's Fury (Codex Alera, #2)	-1	-1
When the Wind Blows (When the Wind Blows, #1)	-1	-1
1Q84 BOOK 1 (1Q84, #1)	-1	-1
The Pilgrimage	-1	-1
The Hard Way (Jack Reacher, #10)	-1	-1
The Incredible Journey	-1	-1
March	-1	-1
A Wanted Man (Jack Reacher, #17)	-1	-1
All-Star Superman, Vol. 1	-1	-1
A Song of Ice and Fire (A Song of Ice and Fire, #1-5)	-1	-1
Dark Witch (The Cousins O'Dwyer Trilogy, #1)	-1	-1
Dark Flame (The Immortals, #4)	-1	-1
The Widow	-1	-1
The Black Circle (The 39 Clues, #5)	-1	-1
The Prince (The Selection, #0.5)	-1	-1
The Winner's Curse (The Winner's Trilogy, #1)	-1	-1
Push	-1	-1
The Story of a New Name (The Neapolitan Novels #2)	-1	-1
2010: Odyssey Two (Space Odyssey, #2)	-1	-1
Soul Eater, Vol. 01 (Soul Eater, #1)	-1	-1
Ordinary Grace	-1	-1
Last Man Standing	-1	-1
American Born Chinese	-1	-1
Peter Pan (A Little Golden Book)	-1	-1
Ten Tiny Breaths (Ten Tiny Breaths, #1)	-1	-1
The Thousand Autumns of Jacob de Zoet	-1	-1
Dr. Faustus	-1	-1
Dance with the Devil (Dark-Hunter #3)	-1	-1
Lipstick Jungle	-1	-1
Violets Are Blue (Alex Cross, #7)	-1	-1
Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!	-1	-1
Blue Moon (Anita Blake, Vampire Hunter, #8)	-1	-1
Burnt Offerings (Anita Blake, Vampire Hunter, #7)	-1	-1
The Silent Sister (Riley MacPherson, #1)	-1	-1
Player Piano	-1	-1
The Lost World (Professor Challenger, #1)	-1	-1
Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)	-1	-1
Kindred	-1	-1
The Long Winter (Little House, #6)	-1	-1
Boundaries: When to Say Yes, How to Say No to Take Control of Your Life	-1	-1
Blue Lily, Lily Blue (The Raven Cycle, #3)	-1	-1
Portnoy's Complaint	-1	-1
The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You	-1	-1
Cat's Eye	-1	-1
The Perfect Game (The Perfect Game, #1)	-1	-1
Monsters of Men (Chaos Walking, #3)	-1	-1
Shadow of the Giant (Ender's Shadow, #4)	-1	-1
Wonderstruck	-1	-1
Simple Abundance:  A Daybook of Comfort and Joy	-1	-1
Blood Red Road (Dust Lands, #1)	-1	-1
The 6th Target (Women's Murder Club, #6)	-1	-1
A Princess of Mars (Barsoom, #1)	-1	-1
MaddAddam (MaddAddam, #3)	-1	-1
These Happy Golden Years (Little House, #8)	-1	-1
Color: A Natural History of the Palette	-1	-1
Skipping Christmas	-1	-1
The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)	-1	-1
Home Front	-1	-1
Beautiful Stranger (Beautiful Bastard, #2)	-1	-1
The Sweet Far Thing (Gemma Doyle, #3)	-1	-1
A Lesson Before Dying	-1	-1
SantaLand Diaries	-1	-1
See Me	-1	-1
Mini Shopaholic (Shopaholic, #6)	-1	-1
Harry the Dirty Dog	-1	-1
All Fall Down	-1	-1
Down and Out in Paris and London	-1	-1
Maid-sama! Vol. 01 (Maid-sama!, #1)	-1	-1
Griffin and Sabine (Griffin & Sabine #1)	-1	-1
Ruin and Rising (Shadow and Bone, #3)	-1	-1
يوتوبيا	-1	-1
Certain Girls (Cannie Shapiro #2)	-1	-1
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar	-1	-1
Beyond the Highland Mist (Highlander, #1)	-1	-1
The Stranger Beside Me: Ted Bundy The Shocking Inside Story	-1	-1
Stargazer (Evernight, #2)	-1	-1
Rising Sun	-1	-1
The Other Side of Midnight (Midnight #1)	-1	-1
The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)	-1	-1
Wayside School Is Falling Down (Wayside School #2)	-1	-1
The Invisible Bridge	-1	-1
The Fall of Five (Lorien Legacies, #4)	-1	-1
The Mayor of Casterbridge	-1	-1
The Red Pony	-1	-1
The Devil's Star (Harry Hole, #5)	-1	-1
Here on Earth	-1	-1
Taltos (Lives of the Mayfair Witches, #3)	-1	-1
Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)	-1	-1
The Daylight War (Demon Cycle, #3)	-1	-1
The Appeal	-1	-1
The Woman Who Rides Like a Man (Song of the Lioness, #3)	-1	-1
Midnight Riot (Peter Grant, #1)	-1	-1
Lucy Sullivan Is Getting Married	-1	-1
A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)	-1	-1
A Suitable Boy (A Suitable Boy, #1)	-1	-1
We Should All Be Feminists	-1	-1
River Marked (Mercy Thompson, #6)	-1	-1
I Like You: Hospitality Under the Influence	-1	-1
Pattern Recognition (Blue Ant, #1)	-1	-1
The Kind Worth Killing	-1	-1
1,000 Places to See Before You Die	-1	-1
Physik (Septimus Heap, #3)	-1	-1
Boy: Tales of Childhood	-1	-1
Traveling Mercies: Some Thoughts on Faith	-1	-1
Memorial Day (Mitch Rapp, #7)	-1	-1
Wild Magic (Immortals, #1)	-1	-1
Prelude to Foundation	-1	-1
You Are Special (Wemmicksville, #1)	-1	-1
The Wrath and the Dawn (The Wrath and the Dawn, #1)	-1	-1
Half the Sky: Turning Oppression into Opportunity for Women Worldwide	-1	-1
Why We Broke Up	-1	-1
The Assassin's Blade (Throne of Glass, #0.1-0.5)	-1	-1
American Wife	-1	-1
Cursor's Fury (Codex Alera, #3)	-1	-1
The Sparrow (The Sparrow, #1)	-1	-1
Mercy	-1	-1
The Paper Magician (The Paper Magician Trilogy, #1)	-1	-1
Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment	-1	-1
Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President	-1	-1
We Have Always Lived in the Castle	-1	-1
Love and Respect: The Love She Most Desires; The Respect He Desperately Needs	-1	-1
